1,500, -9,151, -12,836
1,550, -9,794, -12,825
1,600, -10,434, -12,721
1,650, -11,066, -12,518
1,700, -11,686, -12,212
1,750, -12,287, -11,798
1,800, -12,865, -11,274
1,850, -13,415, -10,637
1,900, -13,929, -9,884
1,950, -14,403, -9,013
2,000, -14,830, -8,023
2,050, -15,205, -6,914
2,100, -15,522, -5,685
2,150, -15,774, -4,337
2,200, -15,955, -2,872
2,250, -16,061, -1,291
2,300, -16,085, 0,403
2,350, -16,021, 2,206
2,400, -15,864, 4,115
2,450, -15,609, 6,125
2,500, -15,251, 8,230
2,550, -14,786, 10,424
2,600, -14,209, 12,701
2,650, -13,516, 15,053
2,700, -12,704, 17,473
2,750, -11,769, 19,951
2,800, -10,709, 22,478
2,850, -9,521, 25,044
2,900, -8,204, 27,640
2,950, -6,757, 30,255
3,000, -5,179, 32,876
3,050, -3,469, 35,494
3,100, -1,629, 38,094
3,150, 0,340, 40,666
3,200, 2,437, 43,196
3,250, 4,660, 45,671
3,300, 7,004, 48,079
3,350, 9,468, 50,405
3,400, 12,045, 52,637
3,450, 14,731, 54,761
3,500, 17,521, 56,764
3,550, 20,408, 58,632
3,600, 23,384, 60,352
3,650, 26,443, 61,911
3,700, 29,575, 63,297
3,750, 32,773, 64,495
3,800, 36,025, 65,496
3,850, 39,322, 66,286
3,900, 42,654, 66,856
3,950, 46,008, 67,193
4,000, 49,373, 67,287
4,050, 52,737, 67,131
4,100, 56,086, 66,714
4,150, 59,408, 66,028
4,200, 62,689, 65,067
4,250, 65,915, 63,824
4,300, 69,071, 62,294
4,350, 72,144, 60,473
4,400, 75,118, 58,356
4,450, 77,980, 55,941
4,500, 80,713, 53,227
4,550, 83,302, 50,214
4,600, 85,734, 46,902
4,650, 87,993, 43,294
4,700, 90,063, 39,392
4,750, 91,932, 35,202
4,800, 93,584, 30,727
4,850, 95,004, 25,975
4,900, 96,181, 20,955
4,950, 97,100, 15,674
5,000, 97,748, 10,144
5,050, 98,114, 4,376
5,100, 98,186, -1,617
5,150, 97,953, -7,822
5,200, 97,404, -14,223
5,250, 96,530, -20,804
5,300, 95,324, -27,548
5,350, 93,776, -34,437
5,400, 91,880, -41,451
5,450, 89,631, -48,571
5,500, 87,023, -55,774
5,550, 84,053, -63,040
5,600, 80,719, -70,345
5,650, 77,019, -77,665
5,700, 72,952, -84,976
5,750, 68,521, -92,254
5,800, 63,727, -99,473
5,850, 58,574, -106,607
5,900, 53,066, -113,630
5,950, 47,211, -120,516
6,000, 41,015, -127,237
6,050, 34,487, -133,768
6,100, 27,638, -140,080
6,150, 20,479, -146,147
6,200, 13,023, -151,943
6,250, 5,285, -157,442
6,300, -2,721, -162,616
6,350, -10,977, -167,440
6,400, -19,465, -171,889
6,450, -28,166, -175,939
6,500, -37,059, -179,566
