1,500, -3,050, -4,279
1,550, -3,265, -4,275
1,600, -3,478, -4,240
1,650, -3,689, -4,173
1,700, -3,895, -4,071
1,750, -4,096, -3,933
1,800, -4,288, -3,758
1,850, -4,472, -3,546
1,900, -4,643, -3,295
1,950, -4,801, -3,004
2,000, -4,943, -2,674
2,050, -5,068, -2,305
2,100, -5,174, -1,895
2,150, -5,258, -1,446
2,200, -5,318, -0,957
2,250, -5,354, -0,430
2,300, -5,362, 0,134
2,350, -5,340, 0,735
2,400, -5,288, 1,372
2,450, -5,203, 2,042
2,500, -5,084, 2,743
2,550, -4,929, 3,475
2,600, -4,736, 4,234
2,650, -4,505, 5,018
2,700, -4,235, 5,824
2,750, -3,923, 6,650
2,800, -3,570, 7,493
2,850, -3,174, 8,348
2,900, -2,735, 9,213
2,950, -2,252, 10,085
3,000, -1,726, 10,959
3,050, -1,156, 11,831
3,100, -0,543, 12,698
3,150, 0,113, 13,555
3,200, 0,812, 14,399
3,250, 1,553, 15,224
3,300, 2,335, 16,026
3,350, 3,156, 16,802
3,400, 4,015, 17,546
3,450, 4,910, 18,254
3,500, 5,840, 18,921
3,550, 6,803, 19,544
3,600, 7,795, 20,117
3,650, 8,814, 20,637
3,700, 9,858, 21,099
3,750, 10,924, 21,498
3,800, 12,008, 21,832
3,850, 13,107, 22,095
3,900, 14,218, 22,285
3,950, 15,336, 22,398
4,000, 16,458, 22,429
4,050, 17,579, 22,377
4,100, 18,695, 22,238
4,150, 19,803, 22,009
4,200, 20,896, 21,689
4,250, 21,972, 21,275
4,300, 23,024, 20,765
4,350, 24,048, 20,158
4,400, 25,039, 19,452
4,450, 25,993, 18,647
4,500, 26,904, 17,742
4,550, 27,767, 16,738
4,600, 28,578, 15,634
4,650, 29,331, 14,431
4,700, 30,021, 13,131
4,750, 30,644, 11,734
4,800, 31,195, 10,242
4,850, 31,668, 8,658
4,900, 32,060, 6,985
4,950, 32,367, 5,225
5,000, 32,583, 3,381
5,050, 32,705, 1,459
5,100, 32,729, -0,539
5,150, 32,651, -2,607
5,200, 32,468, -4,741
5,250, 32,177, -6,935
5,300, 31,775, -9,183
5,350, 31,259, -11,479
5,400, 30,627, -13,817
5,450, 29,877, -16,190
5,500, 29,008, -18,591
5,550, 28,018, -21,013
5,600, 26,906, -23,448
5,650, 25,673, -25,888
5,700, 24,317, -28,325
5,750, 22,840, -30,751
5,800, 21,242, -33,158
5,850, 19,525, -35,536
5,900, 17,689, -37,877
5,950, 15,737, -40,172
6,000, 13,672, -42,412
6,050, 11,496, -44,589
6,100, 9,213, -46,693
6,150, 6,826, -48,716
6,200, 4,341, -50,648
6,250, 1,762, -52,481
6,300, -0,907, -54,205
6,350, -3,659, -55,813
6,400, -6,488, -57,296
6,450, -9,389, -58,646
6,500, -12,353, -59,855
